email,firstname,lastname,company,phone,website,city,state,jobtitle,lifecyclestage,hs_lead_status,hs_lead_source,hubspot_owner,priority,industry,franchise_brand,franchise_type,target_service,brand_domain,contact_name,role_type,email_type,source,source_url,accessed,region_priority,mx_status,notes
store0025@theupsstore.com,,,"The UPS Store Anchorage, AK",(907) 344-1211,https://locations.theupsstore.com/ak/anchorage/205-e-dimond-blvd,Anchorage,AK,Franchise location,Lead,New,Franchise Outreach,Dillon Mohr,A,Shipping and postal,The UPS Store,Shipping / print / mailbox,Website / SEO / GBP / HubSpot,theupsstore.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party UPS Store locator,https://locations.theupsstore.com/ak/anchorage/205-e-dimond-blvd,2026-09-01,AK,mx_ok,First-party location email from the official UPS Store locator.
store0054@theupsstore.com,,,"The UPS Store Anchorage, AK",(907) 345-7311,https://locations.theupsstore.com/ak/anchorage/1120-huffman-rd,Anchorage,AK,Franchise location,Lead,New,Franchise Outreach,Dillon Mohr,A,Shipping and postal,The UPS Store,Shipping / print / mailbox,Website / SEO / GBP / HubSpot,theupsstore.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party UPS Store locator,https://locations.theupsstore.com/ak/anchorage/1120-huffman-rd,2026-09-01,AK,mx_ok,First-party location email from the official UPS Store locator.
store0055@theupsstore.com,,,"The UPS Store Anchorage, AK",(907) 561-4410,https://locations.theupsstore.com/ak/anchorage/200-w-34th-ave,Anchorage,AK,Franchise location,Lead,New,Franchise Outreach,Dillon Mohr,A,Shipping and postal,The UPS Store,Shipping / print / mailbox,Website / SEO / GBP / HubSpot,theupsstore.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party UPS Store locator,https://locations.theupsstore.com/ak/anchorage/200-w-34th-ave,2026-09-01,AK,mx_ok,First-party location email from the official UPS Store locator.
store0072@theupsstore.com,,,"The UPS Store Anchorage, AK",(907) 563-2281,https://locations.theupsstore.com/ak/anchorage/2440-e-tudor-rd,Anchorage,AK,Franchise location,Lead,New,Franchise Outreach,Dillon Mohr,A,Shipping and postal,The UPS Store,Shipping / print / mailbox,Website / SEO / GBP / HubSpot,theupsstore.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party UPS Store locator,https://locations.theupsstore.com/ak/anchorage/2440-e-tudor-rd,2026-09-01,AK,mx_ok,First-party location email from the official UPS Store locator.
store0131@theupsstore.com,,,"The UPS Store Anchorage, AK",(907) 276-7888,https://locations.theupsstore.com/ak/anchorage/645-g-street,Anchorage,AK,Franchise location,Lead,New,Franchise Outreach,Dillon Mohr,A,Shipping and postal,The UPS Store,Shipping / print / mailbox,Website / SEO / GBP / HubSpot,theupsstore.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party UPS Store locator,https://locations.theupsstore.com/ak/anchorage/645-g-street,2026-09-01,AK,mx_ok,First-party location email from the official UPS Store locator.
store2206@theupsstore.com,,,"The UPS Store Eagle River, AK",(907) 694-7447,https://locations.theupsstore.com/ak/eagle-river/12110-business-blvd,Eagle River,AK,Franchise location,Lead,New,Franchise Outreach,Dillon Mohr,A,Shipping and postal,The UPS Store,Shipping / print / mailbox,Website / SEO / GBP / HubSpot,theupsstore.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party UPS Store locator,https://locations.theupsstore.com/ak/eagle-river/12110-business-blvd,2026-09-01,AK,mx_ok,First-party location email from the official UPS Store locator.
store2852@theupsstore.com,,,"The UPS Store Fairbanks, AK",(907) 452-2221,https://locations.theupsstore.com/ak/fairbanks/607-old-steese-hwy,Fairbanks,AK,Franchise location,Lead,New,Franchise Outreach,Dillon Mohr,A,Shipping and postal,The UPS Store,Shipping / print / mailbox,Website / SEO / GBP / HubSpot,theupsstore.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party UPS Store locator,https://locations.theupsstore.com/ak/fairbanks/607-old-steese-hwy,2026-09-01,AK,mx_ok,First-party location email from the official UPS Store locator.
store3191@theupsstore.com,,,"The UPS Store Fairbanks, AK",(907) 479-2250,https://locations.theupsstore.com/ak/fairbanks/3875-geist-rd,Fairbanks,AK,Franchise location,Lead,New,Franchise Outreach,Dillon Mohr,A,Shipping and postal,The UPS Store,Shipping / print / mailbox,Website / SEO / GBP / HubSpot,theupsstore.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party UPS Store locator,https://locations.theupsstore.com/ak/fairbanks/3875-geist-rd,2026-09-01,AK,mx_ok,First-party location email from the official UPS Store locator.
store7309@theupsstore.com,,,"The UPS Store Homer, AK",(907) 531-2800,https://locations.theupsstore.com/ak/homer/818-smoky-bay-way,Homer,AK,Franchise location,Lead,New,Franchise Outreach,Dillon Mohr,A,Shipping and postal,The UPS Store,Shipping / print / mailbox,Website / SEO / GBP / HubSpot,theupsstore.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party UPS Store locator,https://locations.theupsstore.com/ak/homer/818-smoky-bay-way,2026-09-01,AK,mx_ok,First-party location email from the official UPS Store locator.
store7543@theupsstore.com,,,"The UPS Store Juneau, AK",(907) 789-7300,https://locations.theupsstore.com/ak/juneau/2490-industrial-blvd,Juneau,AK,Franchise location,Lead,New,Franchise Outreach,Dillon Mohr,A,Shipping and postal,The UPS Store,Shipping / print / mailbox,Website / SEO / GBP / HubSpot,theupsstore.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party UPS Store locator,https://locations.theupsstore.com/ak/juneau/2490-industrial-blvd,2026-09-01,AK,mx_ok,First-party location email from the official UPS Store locator.
