page,clicks,impressions,ctr_pct,avg_position
https://www.immohrtalmarketing.com/about/,2,12,16.67,4.9
http://immohrtalmarketing.com/,0,4,0,2
https://www.immohrtalmarketing.com/,0,2,0,1.5
https://www.immohrtalmarketing.com/aeo-geo/,0,1,0,88
https://www.immohrtalmarketing.com/business-agents/,0,5,0,5.2
https://www.immohrtalmarketing.com/contact/,0,7,0,2
https://www.immohrtalmarketing.com/content-schema/,0,1,0,10
https://www.immohrtalmarketing.com/hubspot-crm-agents/,0,2,0,47
https://www.immohrtalmarketing.com/insights/,0,10,0,43.8
https://www.immohrtalmarketing.com/insights/ai-search-crawlers-discovery-citations/,0,1,0,89
https://www.immohrtalmarketing.com/insights/entity-first-content-architecture/,0,34,0,67.5
https://www.immohrtalmarketing.com/insights/google-ai-overviews-service-businesses/,0,93,0,82.7
https://www.immohrtalmarketing.com/insights/hubspot-business-agents-safe-integration/,0,3,0,27.7
https://www.immohrtalmarketing.com/insights/human-approval-gates-for-marketing-agents/,0,4,0,6.8
https://www.immohrtalmarketing.com/insights/javascript-seo-react-crawlable-html/,0,39,0,69.5
https://www.immohrtalmarketing.com/insights/measure-ai-search-visibility/,0,115,0,89.6
https://www.immohrtalmarketing.com/insights/schema-markup-service-businesses/,0,55,0,76.9
https://www.immohrtalmarketing.com/insights/website-redesign-checklist-service-businesses/,0,3,0,93.7
https://www.immohrtalmarketing.com/pricing/,0,3,0,5.3
https://www.immohrtalmarketing.com/services/,0,3,0,8
https://www.immohrtalmarketing.com/technical-seo/,0,4,0,6.2
https://www.immohrtalmarketing.com/web-design-optimization/,0,4,0,26.5
https://www.immohrtalmarketing.com/web-design/,0,1,0,6
https://www.immohrtalmarketing.com/work/,0,8,0,5.6
